,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
6288,Summer,0,1, Mist + Cloudy ,14.76,16.665,63,27.9993,1301961600000000000,13,Tuesday,April,56
6289,Fall,0,0, Mist + Cloudy ,28.7,33.335,79,15.0013,1313280000000000000,12,Sunday,August,281
6290,Fall,0,1, Clear + Few clouds,37.72,41.665,33,16.9979,1341446400000000000,16,Thursday,July,433
6291,Winter,0,0, Clear + Few clouds,22.14,25.76,52,26.0027,1318723200000000000,21,Sunday,October,102
6292,Spring,0,1," Light Snow, Light Rain",6.56,7.575,80,12.998,1297209600000000000,23,Wednesday,February,37
6293,Summer,0,1," Light Snow, Light Rain",24.6,28.79,78,16.9979,1305504000000000000,16,Monday,May,226
6294,Winter,0,1, Clear + Few clouds,9.02,11.365,55,12.998,1354752000000000000,3,Thursday,December,2
6295,Spring,0,0, Clear + Few clouds,14.76,17.425,66,8.9981,1299974400000000000,1,Sunday,March,33
6296,Summer,1,0, Mist + Cloudy ,22.96,26.515,83,11.0014,1334534400000000000,8,Monday,April,597
6297,Winter,0,0, Clear + Few clouds,13.12,17.425,81,0.0,1354320000000000000,20,Saturday,December,198
6298,Winter,0,0, Clear + Few clouds,25.42,30.305,69,19.0012,1349481600000000000,10,Saturday,October,539
6299,Winter,0,1, Mist + Cloudy ,13.12,16.665,70,8.9981,1323907200000000000,2,Thursday,December,7
6300,Winter,0,0, Clear + Few clouds,12.3,15.91,61,6.0032,1322870400000000000,19,Saturday,December,175
6301,Spring,0,1, Mist + Cloudy ,6.56,11.365,69,0.0,1294963200000000000,22,Friday,January,36
6302,Winter,0,0, Clear + Few clouds,17.22,21.21,30,19.0012,1321660800000000000,13,Saturday,November,363
6303,Fall,0,1, Clear + Few clouds,36.9,38.635,25,19.0012,1312243200000000000,16,Tuesday,August,274
6304,Summer,0,1, Mist + Cloudy ,23.78,27.275,68,12.998,1339977600000000000,14,Monday,June,219
6305,Summer,0,1, Clear + Few clouds,22.96,26.515,37,19.0012,1303084800000000000,21,Monday,April,151
6306,Fall,0,1," Light Snow, Light Rain",22.96,26.515,94,11.0014,1315353600000000000,4,Wednesday,September,4
6307,Summer,0,1, Clear + Few clouds,21.32,25.0,48,27.9993,1336608000000000000,12,Thursday,May,272
6308,Fall,0,1, Mist + Cloudy ,32.8,37.12,49,11.0014,1312329600000000000,0,Wednesday,August,43
6309,Winter,0,1, Clear + Few clouds,16.4,20.455,82,8.9981,1354492800000000000,1,Monday,December,13
6310,Spring,0,1, Clear + Few clouds,13.94,16.665,46,8.9981,1328227200000000000,12,Friday,February,216
6311,Summer,0,1, Clear + Few clouds,26.24,31.06,38,26.0027,1338768000000000000,18,Monday,June,822
6312,Summer,0,1, Clear + Few clouds,18.86,22.725,67,19.0012,1302652800000000000,16,Wednesday,April,142
6313,Fall,0,1, Clear + Few clouds,26.24,31.06,61,11.0014,1310688000000000000,23,Friday,July,167
6314,Spring,0,1, Clear + Few clouds,28.7,31.82,28,6.0032,1331683200000000000,17,Wednesday,March,782
6315,Summer,0,1, Clear + Few clouds,38.54,41.665,31,11.0014,1307577600000000000,15,Thursday,June,104
6316,Spring,0,1, Clear + Few clouds,14.76,16.665,50,19.9995,1331078400000000000,10,Wednesday,March,147
6317,Winter,1,0, Clear + Few clouds,15.58,19.695,76,19.0012,1349654400000000000,0,Monday,October,51
6318,Fall,0,1, Mist + Cloudy ,26.24,28.79,83,8.9981,1341878400000000000,22,Tuesday,July,139
6319,Spring,0,1, Clear + Few clouds,19.68,23.485,82,7.0015,1332115200000000000,0,Monday,March,23
6320,Winter,0,1," Light Snow, Light Rain",25.42,27.275,94,0.0,1349136000000000000,19,Tuesday,October,395
6321,Winter,0,1, Clear + Few clouds,13.94,15.15,42,19.9995,1352332800000000000,22,Thursday,November,161
6322,Winter,1,0, Clear + Few clouds,13.12,13.635,42,36.9974,1320969600000000000,10,Friday,November,200
6323,Fall,0,1, Clear + Few clouds,33.62,37.12,43,15.0013,1313539200000000000,16,Wednesday,August,300
6324,Spring,0,1, Clear + Few clouds,8.2,12.88,40,0.0,1296691200000000000,19,Thursday,February,96
6325,Summer,0,1, Clear + Few clouds,24.6,30.305,64,12.998,1305158400000000000,20,Thursday,May,276
6326,Summer,0,1, Clear + Few clouds,21.32,25.0,40,22.0028,1336608000000000000,20,Thursday,May,374
6327,Fall,1,0, Clear + Few clouds,26.24,28.79,83,0.0,1309737600000000000,2,Monday,July,63
6328,Winter,0,1, Clear + Few clouds,13.94,18.18,87,0.0,1320796800000000000,1,Wednesday,November,10
6329,Summer,0,1, Clear + Few clouds,13.94,15.15,36,27.9993,1334102400000000000,0,Wednesday,April,30
6330,Summer,0,1, Clear + Few clouds,22.14,25.76,37,26.0027,1336608000000000000,15,Thursday,May,271
6331,Summer,0,1, Mist + Cloudy ,22.96,26.515,88,0.0,1335916800000000000,9,Wednesday,May,315
6332,Fall,0,0, Clear + Few clouds,27.06,31.06,61,0.0,1345248000000000000,22,Saturday,August,261
6333,Summer,0,0, Mist + Cloudy ,29.52,34.09,62,0.0,1308355200000000000,23,Saturday,June,150
6334,Winter,0,0, Clear + Few clouds,9.84,14.395,87,0.0,1320537600000000000,4,Sunday,November,6
6335,Summer,0,1, Clear + Few clouds,22.96,26.515,46,0.0,1334793600000000000,13,Thursday,April,238
6336,Summer,0,0, Mist + Cloudy ,29.52,34.09,66,7.0015,1308355200000000000,21,Saturday,June,183
6337,Summer,0,0, Clear + Few clouds,24.6,31.06,46,6.0032,1304812800000000000,12,Sunday,May,382
6338,Spring,0,0, Mist + Cloudy ,20.5,24.24,77,6.0032,1331942400000000000,10,Saturday,March,443
6339,Spring,0,1, Clear + Few clouds,9.02,9.09,32,31.0009,1297728000000000000,5,Tuesday,February,4
6340,Fall,0,0, Clear + Few clouds,36.9,40.91,37,16.9979,1342310400000000000,14,Sunday,July,476
6341,Spring,0,1, Clear + Few clouds,4.92,6.06,50,15.0013,1294617600000000000,2,Monday,January,3
6342,Winter,0,1, Clear + Few clouds,19.68,23.485,67,8.9981,1354665600000000000,3,Wednesday,December,7
6343,Spring,0,0, Mist + Cloudy ,19.68,23.485,48,11.0014,1325376000000000000,17,Sunday,January,111
6344,Summer,0,1, Clear + Few clouds,19.68,23.485,27,22.0028,1333584000000000000,1,Thursday,April,13
6345,Winter,0,1, Clear + Few clouds,9.84,14.395,81,0.0,1323388800000000000,8,Friday,December,385
6346,Summer,0,0, Clear + Few clouds,20.5,24.24,20,15.0013,1333756800000000000,20,Saturday,April,208
6347,Summer,0,1, Clear + Few clouds,31.16,33.335,29,12.998,1339113600000000000,17,Friday,June,793
6348,Winter,0,0, Mist + Cloudy ,14.76,15.91,46,30.0026,1351900800000000000,15,Saturday,November,448
6349,Spring,0,1, Mist + Cloudy ,9.84,12.12,75,8.9981,1296518400000000000,16,Tuesday,February,64
6350,Winter,0,1, Mist + Cloudy ,20.5,24.24,72,15.0013,1349740800000000000,18,Tuesday,October,784
6351,Fall,0,1, Clear + Few clouds,32.8,40.15,66,0.0,1311033600000000000,17,Tuesday,July,513
6352,Spring,0,0, Clear + Few clouds,9.84,10.605,41,19.9995,1326499200000000000,14,Saturday,January,231
6353,Spring,0,1, Mist + Cloudy ,8.2,9.09,86,22.0028,1295308800000000000,12,Tuesday,January,3
6354,Fall,0,1, Clear + Few clouds,37.72,43.18,37,8.9981,1342569600000000000,12,Wednesday,July,202
6355,Fall,0,1, Clear + Few clouds,29.52,32.575,37,8.9981,1313020800000000000,20,Thursday,August,288
6356,Fall,0,1, Clear + Few clouds,30.34,32.575,37,6.0032,1312934400000000000,23,Wednesday,August,108
6357,Spring,0,0, Clear + Few clouds,9.84,10.605,44,19.9995,1293926400000000000,22,Sunday,January,9
6358,Spring,0,1, Clear + Few clouds,10.66,12.88,38,11.0014,1294272000000000000,16,Thursday,January,86
6359,Summer,0,0, Clear + Few clouds,23.78,27.275,53,0.0,1339804800000000000,2,Saturday,June,67
6360,Spring,0,1, Clear + Few clouds,9.84,11.365,38,12.998,1294185600000000000,17,Wednesday,January,190
6361,Winter,0,1, Clear + Few clouds,9.84,12.88,65,6.0032,1352160000000000000,2,Tuesday,November,2
6362,Summer,0,0, Clear + Few clouds,22.14,25.76,60,11.0014,1338681600000000000,0,Sunday,June,169
6363,Summer,0,0, Clear + Few clouds,31.16,34.09,48,11.0014,1339286400000000000,20,Sunday,June,363
6364,Spring,0,0, Clear + Few clouds,9.84,11.365,70,12.998,1299888000000000000,7,Saturday,March,23
6365,Spring,0,1, Clear + Few clouds,6.56,6.82,47,19.9995,1326844800000000000,23,Wednesday,January,38
6366,Winter,0,1, Clear + Few clouds,10.66,13.635,60,8.9981,1352073600000000000,23,Monday,November,53
6367,Fall,0,1, Clear + Few clouds,18.86,22.725,72,6.0032,1347321600000000000,5,Tuesday,September,44
6368,Summer,0,0, Clear + Few clouds,20.5,24.24,20,12.998,1333756800000000000,21,Saturday,April,234
6369,Summer,0,1, Clear + Few clouds,13.94,17.425,81,7.0015,1304640000000000000,5,Friday,May,16
6370,Fall,0,0," Light Snow, Light Rain",29.52,34.85,74,6.0032,1346544000000000000,13,Sunday,September,493
6371,Summer,0,1, Mist + Cloudy ,27.06,29.545,94,12.998,1339545600000000000,0,Wednesday,June,34
6372,Winter,0,1, Mist + Cloudy ,14.76,17.425,81,12.998,1320278400000000000,9,Thursday,November,164
6373,Fall,0,0, Clear + Few clouds,30.34,35.605,74,12.998,1341619200000000000,5,Saturday,July,14
6374,Summer,0,1, Mist + Cloudy ,24.6,31.06,53,23.9994,1336348800000000000,18,Monday,May,680
6375,Spring,0,1, Clear + Few clouds,9.02,9.85,44,22.0028,1294790400000000000,16,Wednesday,January,68
6376,Fall,0,1, Clear + Few clouds,20.5,24.24,63,6.0032,1348012800000000000,22,Wednesday,September,229
6377,Fall,0,1, Clear + Few clouds,36.9,42.425,42,23.9994,1310428800000000000,15,Tuesday,July,148
6378,Winter,0,1, Clear + Few clouds,18.86,22.725,67,11.0014,1320796800000000000,11,Wednesday,November,152
6379,Fall,0,1, Mist + Cloudy ,24.6,28.03,83,11.0014,1314921600000000000,3,Friday,September,8
6380,Summer,0,1, Clear + Few clouds,15.58,19.695,62,15.0013,1304467200000000000,22,Wednesday,May,89
6381,Fall,0,1, Clear + Few clouds,32.8,34.85,33,16.9979,1345075200000000000,15,Thursday,August,260
6382,Spring,0,0, Clear + Few clouds,9.02,11.365,51,8.9981,1297468800000000000,23,Saturday,February,32
6383,Winter,0,1, Clear + Few clouds,22.96,26.515,73,0.0,1349395200000000000,0,Friday,October,102
6384,Spring,0,0, Clear + Few clouds,13.12,16.665,53,8.9981,1325980800000000000,9,Sunday,January,125
6385,Winter,0,1, Clear + Few clouds,13.12,15.91,53,12.998,1322784000000000000,22,Friday,December,102
6386,Summer,1,0, Clear + Few clouds,23.78,27.275,68,12.998,1334534400000000000,3,Monday,April,8
6387,Winter,0,1, Mist + Cloudy ,13.94,16.665,100,8.9981,1320624000000000000,9,Monday,November,174
6388,Spring,0,0, Mist + Cloudy ,19.68,23.485,59,19.0012,1299283200000000000,14,Saturday,March,198
6389,Spring,1,0, Clear + Few clouds,16.4,20.455,40,31.0009,1325462400000000000,0,Monday,January,39
6390,Summer,0,1," Light Snow, Light Rain",12.3,13.635,93,27.9993,1302220800000000000,19,Friday,April,53
6391,Fall,0,0, Clear + Few clouds,29.52,34.85,77,11.0014,1344038400000000000,7,Saturday,August,67
6392,Spring,0,1, Clear + Few clouds,7.38,9.85,59,8.9981,1330905600000000000,7,Monday,March,260
6393,Winter,0,1, Clear + Few clouds,13.12,16.665,81,8.9981,1320278400000000000,5,Thursday,November,28
6394,Fall,0,1, Clear + Few clouds,27.06,31.06,50,0.0,1309478400000000000,1,Friday,July,31
6395,Summer,0,1, Clear + Few clouds,29.52,34.85,74,16.9979,1307664000000000000,22,Friday,June,185
6396,Winter,0,1, Mist + Cloudy ,20.5,24.24,87,11.0014,1355097600000000000,15,Monday,December,236
6397,Winter,0,0, Clear + Few clouds,9.02,11.365,75,11.0014,1321056000000000000,6,Saturday,November,7
6398,Spring,0,1, Clear + Few clouds,11.48,12.88,56,19.9995,1331078400000000000,5,Wednesday,March,18
6399,Winter,0,1, Clear + Few clouds,10.66,13.635,60,8.9981,1321574400000000000,23,Friday,November,59
6400,Summer,0,0, Clear + Few clouds,25.42,31.06,46,11.0014,1336780800000000000,20,Saturday,May,287
6401,Summer,0,1, Clear + Few clouds,32.8,37.88,55,12.998,1340064000000000000,17,Tuesday,June,811
6402,Fall,0,0, Clear + Few clouds,27.06,30.305,83,12.998,1315094400000000000,2,Sunday,September,60
6403,Fall,0,1, Mist + Cloudy ,22.14,25.76,88,22.0028,1315267200000000000,6,Tuesday,September,72
6404,Spring,0,1, Mist + Cloudy ,11.48,12.88,57,23.9994,1330905600000000000,14,Monday,March,128
6405,Fall,0,0, Clear + Few clouds,22.14,25.76,68,16.9979,1316217600000000000,16,Saturday,September,305
6406,Spring,0,0, Clear + Few clouds,12.3,16.665,81,0.0,1325376000000000000,3,Sunday,January,52
6407,Summer,0,0, Clear + Few clouds,33.62,38.635,49,7.0015,1307750400000000000,15,Saturday,June,374
6408,Spring,0,0, Clear + Few clouds,7.38,7.575,37,26.0027,1294531200000000000,17,Sunday,January,62
6409,Summer,0,0, Clear + Few clouds,27.06,31.06,50,15.0013,1339891200000000000,15,Sunday,June,463
6410,Winter,0,1, Clear + Few clouds,15.58,19.695,54,12.998,1355443200000000000,16,Friday,December,417
6411,Winter,0,0, Mist + Cloudy ,10.66,15.15,75,0.0,1355529600000000000,5,Saturday,December,3
6412,Fall,0,0, Clear + Few clouds,35.26,40.15,47,16.9979,1344038400000000000,11,Saturday,August,470
6413,Summer,0,1, Clear + Few clouds,18.86,22.725,72,8.9981,1304294400000000000,1,Monday,May,114
6414,Spring,0,1, Clear + Few clouds,8.2,12.88,47,0.0,1294012800000000000,19,Monday,January,110
6415,Spring,0,1, Clear + Few clouds,14.76,16.665,50,16.9979,1325808000000000000,12,Friday,January,191
6416,Spring,1,0, Mist + Cloudy ,7.38,9.85,43,11.0014,1295222400000000000,5,Monday,January,1
6417,Fall,0,1," Light Snow, Light Rain",27.88,31.82,69,12.998,1313712000000000000,0,Friday,August,62
6418,Fall,0,1, Clear + Few clouds,31.16,36.365,70,16.9979,1346803200000000000,16,Wednesday,September,430
6419,Fall,0,1, Clear + Few clouds,30.34,34.85,66,6.0032,1342656000000000000,0,Thursday,July,66
6420,Spring,0,0, Clear + Few clouds,9.84,12.12,81,8.9981,1328313600000000000,9,Saturday,February,157
6421,Fall,0,1, Mist + Cloudy ,26.24,30.305,73,23.9994,1316044800000000000,9,Thursday,September,209
6422,Spring,0,1, Mist + Cloudy ,9.02,12.88,44,6.0032,1297728000000000000,23,Tuesday,February,20
6423,Fall,0,1, Clear + Few clouds,29.52,34.85,74,12.998,1344211200000000000,23,Monday,August,113
6424,Winter,0,1, Mist + Cloudy ,20.5,24.24,72,11.0014,1349740800000000000,20,Tuesday,October,360
6425,Fall,0,0, Clear + Few clouds,25.42,28.79,83,11.0014,1315612800000000000,8,Saturday,September,119
6426,Winter,0,1, Clear + Few clouds,12.3,16.665,81,0.0,1320192000000000000,6,Wednesday,November,92
6427,Summer,1,0, Clear + Few clouds,30.34,32.575,37,19.9995,1334534400000000000,20,Monday,April,375
6428,Fall,0,1, Clear + Few clouds,30.34,34.85,70,16.9979,1346889600000000000,17,Thursday,September,808
6429,Summer,0,1, Clear + Few clouds,21.32,25.0,77,6.0032,1339027200000000000,2,Thursday,June,12
6430,Winter,0,1, Clear + Few clouds,16.4,20.455,47,19.9995,1352419200000000000,11,Friday,November,251
6431,Summer,0,0, Clear + Few clouds,25.42,31.06,57,0.0,1339891200000000000,12,Sunday,June,615
6432,Winter,0,1, Mist + Cloudy ,13.12,15.15,53,19.0012,1352246400000000000,12,Wednesday,November,212
6433,Fall,0,1, Clear + Few clouds,23.78,27.275,40,19.0012,1348012800000000000,18,Wednesday,September,892
6434,Fall,1,0, Clear + Few clouds,35.26,40.15,47,15.0013,1341360000000000000,20,Wednesday,July,551
6435,Spring,1,0, Clear + Few clouds,9.84,11.365,41,15.0013,1325462400000000000,20,Monday,January,88
6436,Spring,0,1, Clear + Few clouds,9.02,10.605,37,16.9979,1326844800000000000,20,Wednesday,January,165
6437,Fall,0,0, Clear + Few clouds,28.7,32.575,51,11.0014,1344729600000000000,10,Sunday,August,328
6438,Spring,0,0, Clear + Few clouds,5.74,7.575,63,8.9981,1295049600000000000,8,Saturday,January,23
6439,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,11.0014,1354924800000000000,13,Saturday,December,547
6440,Fall,0,1, Clear + Few clouds,27.06,31.06,50,12.998,1347408000000000000,11,Wednesday,September,232
6441,Fall,0,1, Mist + Cloudy ,30.34,34.09,55,16.9979,1341792000000000000,14,Monday,July,242
6442,Winter,0,1, Clear + Few clouds,22.96,26.515,73,23.9994,1318550400000000000,13,Friday,October,132
6443,Spring,0,1, Clear + Few clouds,8.2,12.88,86,0.0,1297036800000000000,5,Monday,February,10
6444,Winter,0,0, Clear + Few clouds,16.4,20.455,62,8.9981,1318723200000000000,7,Sunday,October,48
6445,Spring,0,1, Clear + Few clouds,10.66,13.635,65,8.9981,1300060800000000000,3,Monday,March,3
6446,Fall,0,1, Mist + Cloudy ,22.14,25.76,81,27.9993,1315267200000000000,9,Tuesday,September,185
6447,Summer,0,1, Mist + Cloudy ,29.52,33.335,54,16.9979,1308182400000000000,13,Thursday,June,151
6448,Spring,0,1, Clear + Few clouds,7.38,12.12,55,0.0,1294272000000000000,0,Thursday,January,11
6449,Summer,0,1, Clear + Few clouds,25.42,28.79,83,19.0012,1308182400000000000,19,Thursday,June,327
6450,Winter,0,1, Clear + Few clouds,14.76,16.665,43,19.0012,1352073600000000000,16,Monday,November,360
6451,Summer,0,1, Mist + Cloudy ,20.5,24.24,88,12.998,1305244800000000000,5,Friday,May,25
6452,Winter,1,0, Mist + Cloudy ,21.32,25.0,77,19.0012,1352678400000000000,20,Monday,November,304
6453,Winter,0,0, Clear + Few clouds,23.78,27.275,35,16.9979,1318723200000000000,12,Sunday,October,444
6454,Winter,0,1," Light Snow, Light Rain",14.76,16.665,87,23.9994,1352764800000000000,3,Tuesday,November,5
6455,Winter,0,1," Light Snow, Light Rain",13.94,15.15,61,19.9995,1321488000000000000,8,Thursday,November,355
6456,Winter,0,1, Clear + Few clouds,28.7,32.575,65,0.0,1349222400000000000,19,Wednesday,October,593
6457,Winter,0,1, Mist + Cloudy ,21.32,25.0,48,16.9979,1320278400000000000,13,Thursday,November,169
6458,Winter,0,0, Clear + Few clouds,17.22,21.21,54,8.9981,1318723200000000000,3,Sunday,October,42
6459,Winter,0,1, Mist + Cloudy ,20.5,24.24,63,15.0013,1354579200000000000,20,Tuesday,December,306
6460,Summer,0,1, Clear + Few clouds,22.14,25.76,37,12.998,1336694400000000000,23,Friday,May,180
6461,Spring,0,1, Clear + Few clouds,12.3,13.635,42,31.0009,1326844800000000000,10,Wednesday,January,93
6462,Winter,0,0, Clear + Few clouds,23.78,27.275,60,16.9979,1350172800000000000,18,Sunday,October,453
6463,Summer,0,1, Clear + Few clouds,22.96,26.515,94,19.9995,1305676800000000000,12,Wednesday,May,54
6464,Winter,0,1, Clear + Few clouds,18.04,21.97,67,8.9981,1350345600000000000,2,Tuesday,October,3
6465,Fall,0,1, Clear + Few clouds,33.62,37.12,43,7.0015,1309824000000000000,13,Tuesday,July,203
6466,Fall,0,0, Clear + Few clouds,25.42,29.545,73,12.998,1315008000000000000,7,Saturday,September,38
6467,Summer,0,0, Mist + Cloudy ,20.5,24.24,59,7.0015,1304812800000000000,0,Sunday,May,100
6468,Summer,0,0, Clear + Few clouds,21.32,25.0,48,7.0015,1337385600000000000,0,Saturday,May,148
6469,Fall,0,1, Clear + Few clouds,18.04,21.97,67,15.0013,1316044800000000000,23,Thursday,September,69
6470,Summer,0,0, Clear + Few clouds,26.24,29.545,78,12.998,1307836800000000000,23,Sunday,June,107
6471,Winter,0,1, Clear + Few clouds,11.48,12.88,36,26.0027,1352332800000000000,7,Thursday,November,423
6472,Winter,0,0, Clear + Few clouds,14.76,18.94,87,0.0,1320537600000000000,22,Sunday,November,45
6473,Winter,0,1, Clear + Few clouds,25.42,30.305,69,0.0,1349308800000000000,21,Thursday,October,321
6474,Spring,0,1, Clear + Few clouds,15.58,19.695,54,11.0014,1331510400000000000,9,Monday,March,281
6475,Winter,0,0, Mist + Cloudy ,22.14,25.76,28,26.0027,1321142400000000000,16,Sunday,November,319
6476,Fall,0,1, Clear + Few clouds,28.7,32.575,61,0.0,1341273600000000000,5,Tuesday,July,35
6477,Winter,0,0, Mist + Cloudy ,15.58,19.695,82,12.998,1355616000000000000,12,Sunday,December,417
6478,Fall,0,1, Clear + Few clouds,29.52,34.85,74,27.9993,1310342400000000000,20,Monday,July,236
6479,Fall,0,1, Clear + Few clouds,31.98,37.12,59,19.9995,1310342400000000000,9,Monday,July,208
6480,Summer,0,1, Clear + Few clouds,22.96,26.515,49,23.9994,1304640000000000000,12,Friday,May,246
6481,Winter,0,1, Mist + Cloudy ,13.12,15.91,76,11.0014,1354838400000000000,10,Friday,December,166
6482,Fall,0,1, Clear + Few clouds,31.16,33.335,37,6.0032,1345075200000000000,11,Thursday,August,274
6483,Winter,0,1, Clear + Few clouds,18.04,21.97,54,16.9979,1353283200000000000,14,Monday,November,217
6484,Fall,0,1, Clear + Few clouds,31.16,35.605,58,0.0,1312416000000000000,13,Thursday,August,205
6485,Fall,0,0, Clear + Few clouds,36.9,43.18,45,0.0,1341705600000000000,10,Sunday,July,319
6486,Summer,0,1, Clear + Few clouds,25.42,30.305,25,12.998,1336694400000000000,15,Friday,May,439
6487,Fall,0,1," Light Snow, Light Rain",23.78,27.275,83,31.0009,1347926400000000000,22,Tuesday,September,151
6488,Summer,0,1, Clear + Few clouds,28.7,31.82,34,16.9979,1307923200000000000,14,Monday,June,200
6489,Winter,0,1, Mist + Cloudy ,14.76,15.91,53,30.0026,1355184000000000000,12,Tuesday,December,226
6490,Fall,0,0, Clear + Few clouds,29.52,33.335,51,0.0,1345248000000000000,11,Saturday,August,536
6491,Summer,0,1, Clear + Few clouds,27.88,31.82,51,0.0,1305504000000000000,13,Monday,May,214
